checkin,checkout,fuzzy_score,latitude,longitude,scraped_date,Competitive Status,destination,tbo_hotelcode,tbo_hotelname,tbo_chainname,thirdparty,thirdparty_price,tbo_price,price_diff_perc,suppliername,tbo_latitude,tbo_longitude,apw_bucket_new,checkin_day,checkout_day
2026-07-17,2026-07-18,100,12.9165812,100.875343,6/15/2026,Losing,Pattaya,6492284,DEL MAX resort Pattaya,,Otilla,3235,3276.09,-1.270170015,,12.916581,100.875346,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91675,100.859718,6/15/2026,Losing,Pattaya,6508630,Majestic Seaside Pool Villa,,Otilla,20767,21032.49,-1.278422497,,12.916621,100.859531,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9167747,100.85833,6/15/2026,Losing,Pattaya,6498764,Seaside Villa 2 Pools beach at 50m,,Otilla,24020,24252.29,-0.967069109,,12.916776,100.858395,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9170418,100.865822,6/15/2026,Losing,Pattaya,1104498,Hillside Resort Pattaya,,Otilla,1275,1366.69,-7.191372549,,12.917364,100.865717,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9170723,100.859695,6/15/2026,Losing,Pattaya,6240146,AnB poolvilla 2BR with private beach,,Otilla,17069,17153.67,-0.496045463,,12.917072,100.859696,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9171553,100.866829,6/15/2026,Losing,Pattaya,6460614,Fourium Pattaya Hotel and Serviced Residence,,Otilla,3460,3638.01,-5.144797688,,12.917238,100.866889,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9175758,100.878883,6/15/2026,Losing,Pattaya,1457034,PRS Hotel by Sojourn,Independent,Otilla,2983,3145.94,-5.462286289,,12.917635,100.879009,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91765,100.99398,6/15/2026,Losing,Pattaya,1900899,Eco Hotel by Thammasat,,Otilla,3502,3555.96,-1.540833809,,12.91765,100.99398,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91785,100.859749,6/15/2026,Losing,Pattaya,6484652,Breath Taking Sea View - Luxury Living,,Otilla,4739,4768.3,-0.618273897,,12.91785,100.859746,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9179678,100.859825,6/15/2026,Losing,Pattaya,6484656,Luxury Sea View - High Floor,,Otilla,5054,5097.22,-0.855164226,,12.917968,100.859826,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9182558,100.7866,6/15/2026,Winning,Pattaya,6467400,Moonlight Koh Larn,,Otilla,8776,8064.46,8.107793984,,12.91827,100.786604,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91848,100.87207,6/15/2026,Losing,Pattaya,1818381,Le Prive,,Otilla,6576,6581.71,-0.0868309,,12.91887951,100.8726501,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9187784,100.859818,6/15/2026,Losing,Pattaya,6487018,Pattayas Top Sea View Luxury Escape,,Otilla,4582,4632.25,-1.096682671,,12.918778,100.859818,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9189043,100.894516,6/15/2026,Losing,Pattaya,1276241,Gazebo Resort Pattaya,Independent,Otilla,1790,2261.33,-26.33128492,,12.918788,100.894314,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9189405,100.858284,6/15/2026,Losing,Pattaya,5009558,Cross Pattaya Pratamnak,Independent,Otilla,8719,8895.8,-2.027755477,,12.918941,100.858287,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9189558,100.888725,6/15/2026,Winning,Pattaya,1544816,LK Celestite,LK Hotel Group,Otilla,3701,3686.8,0.383680086,,12.918956,100.888722,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91901,100.88736,6/15/2026,Losing,Pattaya,1689056,The Tung,Independent,Otilla,2510,2750.85,-9.59561753,,12.91901,100.88736,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9192,100.870117,6/15/2026,Losing,Pattaya,6487474,"Large High Floor, Best Pool and Great Location",,Otilla,7108,7219.88,-1.574001125,,12.919267,100.870115,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9192,100.870117,6/15/2026,Losing,Pattaya,6486625,Sea View High Floor 2 Bed Room Excellent Location,,Otilla,4834,4911.63,-1.605916425,,12.919267,100.870115,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9192457,100.8787,6/15/2026,Losing,Pattaya,1244980,Mind Resort Pattaya,ZUZU HS,Otilla,2081,2098,-0.816914945,,12.919246,100.878701,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91933,100.8611,6/15/2026,Losing,Pattaya,6200042,The Elysium Pratumnak Pattaya - By SHG,,Otilla,10185,10263.15,-0.76730486,,12.919398,100.861095,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.919343,100.891846,6/15/2026,Losing,Pattaya,1521608,The Grass Serviced Suites by At Mind,Independent,Otilla,2814,2824.83,-0.384861407,,12.919376,100.891719,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9195461,100.893623,6/15/2026,Losing,Pattaya,1442073,T Sleep Place,Independent,Otilla,2157,2193.92,-1.711636532,,12.919546,100.893624,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9195871,100.786842,6/15/2026,Losing,Pattaya,6543129,Charinn Kohlarn,,Otilla,4131,4358.81,-5.514645364,,12.919585,100.786846,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9196138,100.862854,6/15/2026,Winning,Pattaya,1545094,Phu View Talay Resort,Independent,Otilla,2233,2229.75,0.145544111,,12.919614,100.862853,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9196177,100.8718,6/15/2026,Losing,Pattaya,1251819,The Residence Garden,Independent,Otilla,3870,3917.33,-1.222997416,,12.919618,100.871803,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9198961,100.784958,6/15/2026,Losing,Pattaya,6464860,Rakchayanin Resort Koh Larn,,Otilla,6166,6170.65,-0.075413558,,12.919842,100.784934,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9199,100.874672,6/15/2026,Losing,Pattaya,5040058,Samsara Hotel Pattaya,,Otilla,5554,5622.27,-1.229204177,,12.9199,100.874672,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.91992,100.860382,6/15/2026,Winning,Pattaya,6484650,Sea View Luxury -best In Pattaya,,Otilla,7009,7005.76,0.04622628,,12.91992,100.860383,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9199209,100.879265,6/15/2026,Losing,Pattaya,1272118,Phuphaya Resort Pattaya,Independent,Otilla,2329,2388.26,-2.544439674,,12.919775,100.878675,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9200745,100.875061,6/15/2026,Losing,Pattaya,1078023,LK Miracle Suite,LK Hotel Group,Otilla,5357,5440.2,-1.553108083,,12.920734,100.875301,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9201536,100.893021,6/15/2026,Losing,Pattaya,1445474,Lk Crystal Place,LK Hotel Group,Otilla,2082,2199.81,-5.658501441,,12.920154,100.893019,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9201651,100.875389,6/15/2026,Losing,Pattaya,6273654,Golden Star Pattaya,,Otilla,2153,2249.02,-4.459823502,,12.920142,100.875406,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9202528,100.869713,6/15/2026,Losing,Pattaya,1361223,Manita Boutique Hotel,,Otilla,1714,1838.81,-7.281796966,,12.920512,100.869494,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9202728,100.785248,6/15/2026,Losing,Pattaya,6535000,Lala Villa Kohlarn,,Otilla,12037,12110.1,-0.607294176,,12.920273,100.785251,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9205112,100.872833,6/15/2026,Losing,Pattaya,6246631,Sailor Hotel Pattaya,,Otilla,1247,1665.69,-33.57578188,,12.920512,100.872828,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.92053,100.893127,6/15/2026,Winning,Pattaya,6563227,LK Grand Empire,,Otilla,4847,3513.68,27.50814937,,12.920351,100.893084,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9206972,100.861671,6/15/2026,Winning,Pattaya,6549252,Amai Pancakery and Residence,,Otilla,2592,2574.46,0.676697531,,12.920697,100.861669,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9207525,100.881615,6/15/2026,Winning,Pattaya,1912653,Glow Pattaya,Independent,Otilla,2726,2723.67,0.085473221,,12.920758,100.881609,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9207878,100.890739,6/15/2026,Losing,Pattaya,6485662,2 Bed Room At Great Location - Best Of Pattaya,,Otilla,5686,5775.33,-1.571051706,,12.920788,100.89074,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9209108,100.787239,6/15/2026,Losing,Pattaya,1612110,Baan I Taley On Sea,Independent,Otilla,3189,3415.42,-7.100031358,,12.920958,100.787222,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9212046,100.875969,6/15/2026,Losing,Pattaya,1272099,Koenig Hotel Pattaya,Independent,Otilla,2083,2160.57,-3.723955833,,12.92174,100.87468,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9213877,100.8745,6/15/2026,Losing,Pattaya,1603626,NN Apartment,OYO Rooms,Otilla,1560,1562.4,-0.153846154,,12.921388,100.874496,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9213972,100.87072,6/15/2026,Losing,Pattaya,1680975,Citrus Grande Hotel Pattaya by Compass Hospitality,Compass Hospitality,Otilla,3016,3106.85,-3.012267905,,12.921397,100.870723,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9216022,100.890396,6/15/2026,Losing,Pattaya,1650361,Noursabah Pattaya,Independent,Otilla,4374,4729.85,-8.135573845,,12.921602,100.890396,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9216032,100.883789,6/15/2026,Winning,Pattaya,1544464,Beston Pattaya,Independent,Otilla,2611,2597.42,0.520107239,,12.921603,100.88379,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9216242,100.877792,6/15/2026,Losing,Pattaya,6237422,Lucky Inn Residency,,Otilla,3882,3931.32,-1.270479134,,12.921624,100.877796,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9216423,100.87191,6/15/2026,Winning,Pattaya,1248563,Pattaya Hiso Hotel,Independent,Otilla,2918,2910.29,0.26422207,,12.921642,100.871907,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9217186,100.781807,6/15/2026,Losing,Pattaya,6292348,Mamori House at Koh Larn,,Otilla,6412,16283.95,-153.9605427,,12.921724,100.781805,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9218016,100.782013,6/15/2026,Losing,Pattaya,6619591,Fan Sea Resort Kohlarn,,Otilla,3814,4268.16,-11.90770844,,12.921802,100.782011,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9218369,100.871513,6/15/2026,Losing,Pattaya,6525752,The ESSE Hotel Pattaya,,Otilla,1899,1974.54,-3.977883096,,12.921837,100.871516,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9218426,100.883881,6/15/2026,Losing,Pattaya,1423282,B2 Hotel South Pattaya Premier Hotel,Independent,Otilla,1937,1945.37,-0.432111513,,12.921843,100.883884,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9219294,100.8763,6/15/2026,Losing,Pattaya,6464997,PN Mansion,,Otilla,1491,1499.24,-0.552649229,,12.921929,100.876299,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9220591,100.885536,6/15/2026,Winning,Pattaya,6460610,Arawana Regency South Pattaya,,Otilla,2499,2492.17,0.273309324,,12.922059,100.885534,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9222012,100.879059,6/15/2026,Losing,Pattaya,6259573,Kann Pattaya Hotel,,Otilla,2033,2362.57,-16.2110182,,12.922201,100.879057,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.92221,100.862762,6/15/2026,Winning,Pattaya,1690539,The Hideaway Resort Pattaya Chonburi,ZUZU HS,Otilla,2041,1817.59,10.94610485,,12.920818,100.862437,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9222946,100.7886,6/15/2026,Losing,Pattaya,1026172,Lareena Resort Koh Larn Pattaya,Independent,Otilla,6178,6186.57,-0.138718032,,12.922295,100.788596,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.92232,100.874977,6/15/2026,Losing,Pattaya,1449411,Marina Inn Pattaya,Independent,Otilla,1646,1736.58,-5.503037667,,12.922191,100.874728,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.92237,100.878693,6/15/2026,Winning,Pattaya,1639008,The Grand Day Night,,Otilla,2135,2129.06,0.278220141,,12.92237,100.87869,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9223852,100.875008,6/15/2026,Winning,Pattaya,1937955,Marine Paradise,Independent,Otilla,1637,1559.66,4.724496029,,12.922385,100.875008,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.922431,100.881187,6/15/2026,Losing,Pattaya,6208424,Aree House Poshtel,,Otilla,2123,2149.93,-1.268487989,,12.92245,100.8814,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9224443,100.871605,6/15/2026,Losing,Pattaya,1182640,The Sun Xclusive,Sunshine Hotels & Resorts,Otilla,3996,4346.33,-8.767017017,,12.922444,100.871604,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.92258,100.871666,6/15/2026,Winning,Pattaya,1281366,Nova Platinum Hotel,Independent,Otilla,3490,3360.53,3.70974212,,12.92258,100.871663,31-45 days,Friday,Saturday
